This is the collection of BMW vehicles on soloautosmx website
Vehicle	Cylinder	Capacity	Transmission	Fuel Type	Door
2011 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2011 BMW Serie 3 325i Coupe M Sport	6	2.5	manual	gasolina premium	2
2011 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2011 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
BMW Series 3 2011			Automatica	Gasolina	
2011 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2011 BMW Serie 3 325iA Edition Sport Navi AT	6	2.5	automático	gasolina premium	4
2011 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2011 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2011 BMW X5 4.4 xDrive50iA Premium	8	4.4	automático	gasolina premium	5
2011 BMW Serie 5 528iA Top	6	3.0	automático	gasolina premium	4
2011 BMW X1 xDrive2.8iA Top	6	3.0	automático	gasolina premium	5
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2011 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 BMW X3 2.5siA Lujo AT	6	2.5	automático	gasolina premium	5
2011 BMW Serie 1 120iA Style Automatico 5Ptas.	4	2.0	automático	gasolina premium	5
2011 BMW Serie 3 335i Coupe Bi-Turbo	6	3.0	manual	gasolina premium	2
2011 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2011 BMW Serie 3 335iA Convertible M Sport	6	3.0	automático	gasolina premium	2
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 MINI Countryman S Hot Chili All 4 TM	4	1.6	manual	gasolina premium	5
2011 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2011 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2011 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2011 BMW Serie 3 325i Navi MT	6	2.5	manual	gasolina premium	4
2011 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2011 MINI Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2011 BMW Serie 3 325iA Edition Sport Navi AT	6	2.5	automático	gasolina premium	4
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 BMW X5 4.4 xDrive50iA 7 Seater	8	4.4	automático	gasolina premium	5
2011 BMW Serie 3 325iA Automático M Sport	6	2.5	automático	gasolina premium	4
2011 BMW Serie 5 528iA Top	6	3.0	automático	gasolina premium	4
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 BMW Serie 1 135iA Coupe	6	3.0	automático	gasolina premium	2
2011 BMW Serie 3 325iA Automático M Sport	6	2.5	automático	gasolina premium	4
2011 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2011 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2011 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2011 BMW X1 xDrive2.8iA Top	6	3.0	automático	gasolina premium	5
2011 MINI Mini Cooper S Convertible Hot Chili	4	1.6	manual	gasolina premium	2
2011 BMW Serie 3 335i Coupe M Sport	6	3.0	manual	gasolina premium	2
2011 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2011 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2011 BMW Serie 3 325iA Edition Exclusive	6	2.5	automático	gasolina premium	4
2011 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2011 MINI Mini Cooper S Salt	4	1.6	manual	gasolina premium	3
2011 BMW Serie 1 125iA Coupe	6	3.0	automático	gasolina premium	2
2011 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2011 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2011 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2011 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2011 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2011 BMW X1 xDrive2.8iA Top	6	3.0	automático	gasolina premium	5
2011 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2011 BMW Serie 1 125i Coupe MT	6	3.0	manual	gasolina premium	2
2011 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2011 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2011 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2011 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2011 BMW Serie 3 325iA Edition Exclusive Navi AT	6	2.5	automático	gasolina premium	4
2011 BMW Serie 5 528iA Top	6	3.0	automático	gasolina premium	4
2011 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2011 BMW Serie 3 325iA Navi AT	6	2.5	automático	gasolina premium	4
2011 BMW Serie 7 750i A	8	4.4	automático	gasolina premium	4
2011 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2011 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2011 MINI Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2011 BMW Serie 1 120i Dynamic Manual 3Ptas.	4	2.0	manual	gasolina premium	3
2011 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2011 BMW Serie 1 125iA Básico Coupe	6	3.0	automático	gasolina premium	2
2011 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2011 BMW Serie 1 125i Coupe MT	6	3.0	manual	gasolina premium	2
2011 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2011 BMW X3 2.5siA Top AT	6	2.5	automático	gasolina premium	5
2011 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2011 BMW Serie 3 335i Coupe M Sport	6	3.0	manual	gasolina premium	2
2012 MINI Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2012 BMW Serie 1 135iA M Sport Coupe	6	3.0	manual	gasolina premium	2
2012 BMW Serie 3 325iA Edition Exclusive Navi AT	6	2.5	automático	gasolina premium	4
2012 BMW Serie 1 118iA Urban line Automático	4	1.6	automático	gasolina premium	5
2012 BMW Serie 3 325iA Edition Exclusive	6	2.5	automático	gasolina premium	4
2012 MINI MINI 1.6 Cooper Coupe John Cooper Works	4	1.6	manual	gasolina premium	3
2012 BMW Serie 1 118iA Sport line Automático	4	1.6	automático	gasolina premium	5
2012 MINI Mini Cooper Convertible S Yours MT	4	1.6	manual	gasolina premium	2
2012 BMW Serie 5 550iA M Sport	8	4.4	automático	gasolina premium	4
2012 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2012 BMW Serie 1 135iA M Sport Coupe	6	3.0	manual	gasolina premium	2
2012 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2012 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2012 BMW Serie 3 325iA Coupe Edition Exclusive	6	2.5	automático	gasolina premium	2
2012 MINI Countryman S Chili TA	4	1.6	automático	gasolina premium	5
2012 BMW Serie 3 325iA Edition Sport Navi AT	6	2.5	automático	gasolina premium	4
2012 MINI MINI 1.6 Cooper Coupe S Chili AT	4	1.6	automático	gasolina premium	3
2012 MINI Mini Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2012 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2012 BMW Serie 3 325iA Edition Exclusive	6	2.5	automático	gasolina premium	4
2012 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2012 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2012 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2012 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2012 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2012 BMW Serie 7 760Li	12	6.0	automático	gasolina premium	4
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW Serie 6 650iA Coupe M Sport AT	8	4.4	automático	gasolina premium	2
2012 MINI Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2012 BMW Serie 3 325iA Edition Exclusive	6	2.5	automático	gasolina premium	4
2012 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW Serie 6 650iA Coupe AT	8	4.4	automático	gasolina premium	2
2012 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2012 BMW Serie 5 530iA Top	6	3.0	automático	gasolina premium	4
2012 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2012 BMW X5 4.4 xDrive50iA Edition Exclusive	8	4.4	automático	gasolina premium	5
2012 BMW X3 3.0 xDrive 28iA Top AT	6	3.0	automático	gasolina premium	5
2012 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2012 BMW Serie 5 535iA Gran Turismo M Sport	6	3.0	automático	gasolina premium	5
2012 MINI Countryman S Chili TA	4	1.6	automático	gasolina premium	5
2012 MINI Mini Cooper Classic	4	1.6	manual	gasolina premium	3
2012 BMW Serie 3 328i Luxury Line	4	2.0	manual	gasolina premium	4
2012 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2012 BMW Serie 3 325iA Business AT	6	2.5	automático	gasolina premium	4
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 MINI MINI 1.6 Cooper Coupe S Hot Chili MT	4	1.6	manual	gasolina premium	3
2012 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2012 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2012 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2012 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2012 BMW Serie 1 3.0 1M Coupe	6	3.0	manual	gasolina premium	2
2012 BMW X5 4.4 xDrive50iA Edition Exclusive	8	4.4	automático	gasolina premium	5
2012 BMW Serie 1 120iA Style Automatico 3Ptas.	4	2.0	automático	gasolina premium	3
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2012 BMW Serie 3 335iA Luxury Line	6	3.0	automático	gasolina premium	4
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2012 BMW Serie 3 335i Modern Line	6	3.0	manual	gasolina premium	4
2012 BMW Serie 1 125iA M Sport Coupe	6	3.0	automático	gasolina premium	2
2012 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2012 MINI MINI 1.6 Cooper Coupe John Cooper Works	4	1.6	manual	gasolina premium	3
2012 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2012 BMW Serie 3 325iA Business AT	6	2.5	automático	gasolina premium	4
2012 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2012 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2012 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2012 MINI Mini Cooper Salt AT	4	1.6	automático	gasolina premium	3
2012 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2012 MINI Mini Cooper Convertible Pepper AT	4	1.6	automático	gasolina premium	2
2012 BMW X1 xDrive2.5iA Top	6	3.0	automático	gasolina premium	5
2012 BMW X5 xDrive35iA M Sport 7 Seater	6	3.0	automático	gasolina premium	5
2012 BMW Serie 3 325iA Business AT	6	2.5	automático	gasolina premium	4
2012 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2012 BMW Serie 1 135iA Coupe	6	3.0	automático	gasolina premium	2
2012 BMW Serie 3 M3 Sedan MT	8	4.0	manual	gasolina premium	4
2012 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2012 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2012 MINI Mini Cooper Salt AT	4	1.6	automático	gasolina premium	3
2012 BMW Serie 3 M3 Sedan MT	8	4.0	manual	gasolina premium	4
2012 BMW Serie 1 135iA M Sport Coupe	6	3.0	manual	gasolina premium	2
2012 BMW Serie 5 528iA Top	6	3.0	automático	gasolina premium	4
2012 BMW X5 3.0 xDrive 35iA	6	3.0	automático	gasolina premium	5
2012 BMW Serie 1 118i Sport line Manual	4	1.6	manual	gasolina premium	5
2012 MINI Mini Cooper S Convertible Hot Chili	4	1.6	manual	gasolina premium	2
2012 BMW X3 3.0 xDrive 28iA Top AT	6	3.0	automático	gasolina premium	5
2012 BMW Serie 3 325iA Edition Exclusive Navi AT	6	2.5	automático	gasolina premium	4
2012 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2012 BMW Serie 5 528iA Lujo	6	3.0	automático	gasolina premium	4
2012 BMW Serie 3 325iA Edition Exclusive Navi AT	6	2.5	automático	gasolina premium	4
2012 BMW Serie 3 325iA Business AT	6	2.5	automático	gasolina premium	4
2012 BMW X1 xDrive2.8iA Top	6	3.0	automático	gasolina premium	5
2012 MINI Countryman S Chili TA	4	1.6	automático	gasolina premium	5
2012 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2012 BMW Serie 1 118iA Urban line Automático	4	1.6	automático	gasolina premium	5
2012 BMW X1 xDrive2.5iA	6	3.0	automático	gasolina premium	5
2012 BMW Serie 5 530iA Lujo	6	3.0	automático	gasolina premium	4
2012 BMW Serie 1 118i Manual	4	1.6	manual	gasolina premium	5
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2012 MINI Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2012 BMW Serie 1 118i Sport line Manual	4	1.6	manual	gasolina premium	5
2012 BMW Serie 3 325i Convertible	6	2.5	manual	gasolina premium	2
2012 BMW Serie 1 118iA Urban line Automático	4	1.6	automático	gasolina premium	5
2012 BMW Serie 3 325iA Edition Sport Navi AT	6	2.5	automático	gasolina premium	4
2012 BMW Serie 3 325iA Business AT	6	2.5	automático	gasolina premium	4
2012 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2012 BMW Serie 3 325iA Edition Exclusive	6	2.5	automático	gasolina premium	4
2012 BMW Serie 3 335iA Sport Line	6	3.0	automático	gasolina premium	4
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW Serie 3 335iA Coupe M Sport	6	3.0	automático	gasolina premium	2
2012 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2012 BMW X1 sDrive20iA Cool Elegance Design	4	2.0	automático	gasolina premium	5
2012 MINI Mini Cooper Salt	4	1.6	manual	gasolina premium	3
2012 BMW X6 X6M	8	4.4	automático	gasolina premium	5
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2012 BMW Serie 5 535iA Lujo	6	3.0	automático	gasolina premium	4
2012 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2012 BMW X5 xDrive30iA Edition Exclusive	6	3.0	automático	gasolina premium	5
2012 MINI MINI 1.6 Cooper Coupe S Chili AT	4	1.6	automático	gasolina premium	3
2012 BMW X1 sDrive20iA Top	4	2.0	automático	gasolina premium	5
2012 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2012 MINI Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2012 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2012 BMW Serie 1 118iA Urban line Automático	4	1.6	automático	gasolina premium	5
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW X1 xDrive2.5iA	6	3.0	automático	gasolina premium	5
2012 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2012 BMW X5 xDrive30iA Edition Exclusive	6	3.0	automático	gasolina premium	5
2012 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2012 BMW Serie 1 120i Dynamic Manual 3Ptas.	4	2.0	manual	gasolina premium	3
2012 BMW Serie 1 118i Urban line Manual	4	1.6	manual	gasolina premium	5
2012 BMW X1 xDrive2.5iA Cool Elegance Design	6	3.0	automático	gasolina premium	5
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2012 BMW X1 sDrive20iA Top	4	2.0	automático	gasolina premium	5
2012 BMW Serie 1 118iA Automático	4	1.6	automático	gasolina premium	5
2012 BMW Serie 3 325iA Business AT	6	2.5	automático	gasolina premium	4
2012 BMW X1 sDrive20iA	4	2.0	automático	gasolina premium	5
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
BMW M1 2012	6		Manual	Gasolina	
2012 BMW Serie 5 550iA Top	8	4.4	automático	gasolina premium	4
BMW Series 3 2012	6		Automatica	Gasolina	
2012 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2012 MINI Mini Cooper All Black	4	1.6	manual	gasolina premium	3
2012 BMW Serie 1 120i Dynamic Manual 3Ptas.	4	2.0	manual	gasolina premium	3
2012 MINI Countryman S Hot Chili TM	4	1.6	manual	gasolina premium	5
2012 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2012 BMW Serie 3 325i Convertible	6	2.5	manual	gasolina premium	2
2013 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 1 125iA Coupe	6	3.0	automático	gasolina premium	2
2013 BMW Serie 3 320iA Sport Line	4	2.0	automático	gasolina premium	4
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2013 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2013 MINI MINI Cooper All Black AT	4	1.6	automático	gasolina premium	3
2013 BMW X3 3.0 xDrive 28iA Top AT	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper Hyde Park AT	4	1.6	automático	gasolina premium	3
2013 BMW X5 xDrive30iA Editon Sport	6	3.0	automático	gasolina premium	5
2013 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2013 MINI MINI Cooper Classic	4	1.6	manual	gasolina premium	3
2013 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2013 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2013 MINI MINI Cooper Classic	4	1.6	manual	gasolina premium	3
2013 BMW X6 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2013 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2013 BMW Serie 1 118iA Automático	4	1.6	automático	gasolina premium	5
2013 BMW Serie 7 750i A	8	4.4	automático	gasolina premium	4
2013 MINI MINI Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2013 MINI Mini Cooper S Chili AT	4	1.6	automático	gasolina premium	3
2013 MINI MINI Cooper Bayswater AT	4	1.6	automático	gasolina premium	3
2013 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2013 MINI Paceman Cooper S Paceman Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW X3 3.0 xDrive 28iA Top AT	6	3.0	automático	gasolina premium	5
2013 MINI Countryman S Salt TA	4	1.6	automático	gasolina premium	5
2013 BMW Serie 5 550iA Gran Turismo	8	4.4	automático	gasolina premium	5
2013 MINI MINI 1.6 Cooper Coupe S Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2013 BMW Serie 5 530iA M Sport	6	3.0	automático	gasolina premium	4
2013 MINI MINI Cooper Bayswater AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 3 335iA Sport Line	6	3.0	automático	gasolina premium	4
2013 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2013 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2013 BMW Serie 5 530iA Lujo	6	3.0	automático	gasolina premium	4
2013 BMW Serie 3 320i	4	2.0	manual	gasolina premium	4
2013 BMW X5 xDrive30iA Editon Sport	6	3.0	automático	gasolina premium	5
2013 BMW Serie 3 320iA Luxury Line	4	2.0	automático	gasolina premium	4
2013 BMW X3 3.0 xDrive 28iA Lujo AT	6	3.0	automático	gasolina premium	5
2013 BMW X6 X6M	8	4.4	automático	gasolina premium	5
2013 BMW Serie 7 750i A	8	4.4	automático	gasolina premium	4
2013 BMW Serie 1 135iA M Sport Coupe	6	3.0	manual	gasolina premium	2
2013 BMW X3 3.0 xDrive 28iA Top AT	6	3.0	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 BMW Serie 1 125iA Coupe	6	3.0	automático	gasolina premium	2
2013 MINI MINI Cooper All Black AT	4	1.6	automático	gasolina premium	3
2013 BMW X3 3.0 xDrive 28iA Top AT	6	3.0	automático	gasolina premium	5
2013 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2013 MINI MINI Cooper All Black	4	1.6	manual	gasolina premium	3
2013 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2013 BMW Serie 3 328i Sport Line	4	2.0	manual	gasolina premium	4
2013 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2013 MINI MINI John Cooper Works	4	1.6	manual	gasolina premium	3
2013 BMW X3 3.0 xDrive 28iA Lujo AT	6	3.0	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper Salt AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 3 335iA	6	3.0	automático	gasolina premium	4
2013 BMW Serie 5 530iA M Sport	6	3.0	automático	gasolina premium	4
2013 BMW Z4 3.5sDrivei	6	3.0	manual	gasolina premium	2
2013 BMW Serie 1 125iA Coupe	6	3.0	automático	gasolina premium	2
2013 BMW Serie 3 328i Luxury Line	4	2.0	manual	gasolina premium	4
2013 BMW Serie 3 335iA Convertible M Sport	6	3.0	automático	gasolina premium	2
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 3 328i M Sport	4	2.0	manual	gasolina premium	4
2013 BMW X5 3.0 xDrive 35iA Premium	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2013 MINI Countryman S Salt TA	4	1.6	automático	gasolina premium	5
2013 BMW Serie 3 320iA	4	2.0	automático	gasolina premium	4
2013 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2013 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2013 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2013 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2013 MINI MINI Cooper Salt AT	4	1.6	automático	gasolina premium	3
2013 MINI Countryman S Salt TA	4	1.6	automático	gasolina premium	5
N/A
2013 BMW Serie 1 M135iA	6	3.0	automático	gasolina premium	3
2013 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2013 BMW Serie 3 320i M Sport	4	2.0	manual	gasolina premium	4
2013 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2013 MINI MINI Cooper All Black AT	4	1.6	automático	gasolina premium	3
2013 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 MINI MINI Cooper All Black AT	4	1.6	automático	gasolina premium	3
2013 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2013 BMW X5 xDrive30iA Editon Sport	6	3.0	automático	gasolina premium	5
2013 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2013 BMW Serie 3 328iA M Sport	4	2.0	automático	gasolina premium	4
2013 MINI MINI Cooper Classic	4	1.6	manual	gasolina premium	3
2013 MINI MINI Cooper Classic AT	4	1.6	automático	gasolina premium	3
2013 BMW Serie 3 335i Convertible	6	3.0	manual	gasolina premium	2
2013 MINI MINI Cooper All Black	4	1.6	manual	gasolina premium	3
2013 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2013 MINI MINI John Cooper Works	4	1.6	manual	gasolina premium	3
2013 BMW X1 sDrive20iA X Line	4	2.0	automático	gasolina premium	5
2013 MINI Mini Cooper Salt AT	4	1.6	automático	gasolina premium	3
2013 MINI MINI Cooper Bayswater	4	1.6	manual	gasolina premium	3
2013 BMW X5 4.4 xDrive50iA M Sport	8	4.4	automático	gasolina premium	5
2013 BMW Serie 1 118i	4	1.6	manual	gasolina premium	3
2013 BMW Serie 3 320i Luxury Line	4	2.0	manual	gasolina premium	4
2013 BMW X3 3.0 xDrive 28iA AT	4	2.0	automático	gasolina premium	5
2013 BMW X1 sDrive20iA Top	4	2.0	automático	gasolina premium	5
2013 BMW X3 3.0 xDrive 28iA AT	6	3.0	automático	gasolina premium	5
2013 BMW Serie 1 135iA M Sport Coupe	6	3.0	manual	gasolina premium	2
2013 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2013 BMW Serie 3 328iA Modern Line	4	2.0	automático	gasolina premium	4
2013 MINI Mini John Cooper Works Convertible	4	1.6	automático	gasolina premium	2
2013 MINI Mini Cooper Pepper AT	4	1.6	automático	gasolina premium	3
2013 MINI Countryman S Hot Chili All 4 TA	4	1.6	automático	gasolina premium	5
2013 BMW Serie 1 135iA Coupe	6	3.0	automático	gasolina premium	2
2013 BMW Serie 1 125iA Coupe	6	3.0	automático	gasolina premium	2
2013 MINI MINI Cooper Baker Street AT	4	1.6	automático	gasolina premium	3
2013 MINI MINI 1.6 Cooper Roadster S Chili AT	4	1.6	automático	gasolina premium	2
2013 MINI MINI Cooper All Black	4	1.6	manual	gasolina premium	3
2013 MINI MINI John Cooper Works	4	1.6	manual	gasolina premium	3
2013 BMW Serie 1 118i Sport Line	4	1.6	manual	gasolina premium	3
2013 MINI Countryman S Salt TA	4	1.6	automático	gasolina premium	5
2013 MINI MINI Cooper Classic	4	1.6	manual	gasolina premium	3
2013 BMW Serie 1 118i M Sport (5ptas)	4	1.6	manual	gasolina premium	5
2013 MINI Mini John Cooper Works Convertible	4	1.6	automático	gasolina premium	2
2013 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2013 BMW X5 xDrive35iA Edition Exclusive 7 Seater	6	3.0	automático	gasolina premium	5
2013 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2013 BMW Serie 3 320i Sport Line	4	2.0	manual	gasolina premium	4
2013 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
