This is the collection of BMW vehicles on soloautosmx website
Vehicle	Cylinder	Capacity	Transmission	Fuel Type	Door
2007 BMW X5 3.0 si Premium 7 Seater Exclusive	6	3	automático	gasolina premium	5
2007 MINI MINI Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2007 BMW X5 4.8i Premium 7 Seater Exclusive	8	4.8	automático	gasolina premium	5
2007 MINI MINI Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2007 MINI MINI Cooper S Chili	4	1.6	manual	gasolina premium	3
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 1 130i M Sport Manual	6	3	manual	gasolina premium	5
2007 BMW Serie 3 335iA Coupe	6	3	automático	gasolina premium	2
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 5 530i Top Active Dynamic MT	6	3	manual	gasolina premium	4
2007 MINI MINI Cooper Chili	4	1.6	manual	gasolina premium	3
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 1 120iA Dynamic Automatico	4	2	automático	gasolina premium	5
2007 MINI MINI Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2007 BMW Serie 3 335i Coupe Bi-Turbo	6	3	manual	gasolina premium	2
2007 BMW Serie 1 120i Dynamic Manual	4	2	manual	gasolina premium	5
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW X3 2.5si MT	6	2.5	manual	gasolina premium	5
2007 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2007 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2007 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2007 MINI MINI Cooper Chili AT	4	1.6	automático	gasolina premium	3
2007 BMW Serie 1 120iA M Sport Automatico	4	2	automático	gasolina premium	5
2007 BMW Serie 1 120iA Automatico	4	2	automático	gasolina premium	5
2007 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2007 BMW X3 2.5siA Lujo AT	6	2.5	automático	gasolina premium	5
2007 MINI MINI Cooper Chili	4	1.6	manual	gasolina premium	3
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2007 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2007 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
BMW Serie 6 2007	8		Tiptronic	Gasolina	
2007 BMW Serie 5 550i Top	8	4.8	manual	gasolina premium	4
2007 MINI MINI Cooper S Salt	4	1.6	manual	gasolina premium	3
2007 BMW Serie 1 120i Dynamic Manual	4	2	manual	gasolina premium	5
2007 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
BMW Series 3 2007			Manual	Gasolina	
2007 BMW Serie 3 335i Coupe Bi-Turbo	6	3	manual	gasolina premium	2
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2007 BMW Serie 1 120iA Automatico	4	2	automático	gasolina premium	5
2007 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2007 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2007 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2007 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2007 BMW X5 3.0 si 7 Seater	6	3	automático	gasolina premium	5
2007 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
BMW Serie 3 2007	6		Automatica	Gasolina	
2007 MINI MINI Cooper S Salt	4	1.6	manual	gasolina premium	3
2007 MINI MINI Cooper Chili	4	1.6	manual	gasolina premium	3
2007 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2007 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2007 BMW Serie 3 335i Coupe Bi-Turbo	6	3	manual	gasolina premium	2
BMW Serie 3 2007	6		Automatica	Gasolina	
2008 BMW Serie 3 335iA	6	3	automático	gasolina premium	4
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW Serie 1 120iA Style Automatico	4	2	automático	gasolina premium	5
2008 BMW Serie 5 530i A Fórmula 1	6	3	automático	gasolina premium	4
2008 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2008 BMW Serie 3 M3 Coupe	8	4	manual	gasolina premium	2
2008 BMW Serie 3 325iA Convertible	6	2.5	automático	gasolina premium	2
2008 BMW X5 3.0 si Premium	6	3	automático	gasolina premium	5
2008 BMW Serie 1 120i Dynamic Manual	4	2	manual	gasolina premium	3
2008 BMW X5 3.0 si Premium	6	3	automático	gasolina premium	5
2008 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2008 BMW Serie 1 120iA Style Automatico	4	2	automático	gasolina premium	3
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW X3 2.5siA M Sport Automatico	6	2.5	automático	gasolina premium	5
2008 BMW X5 3.0 si 7 Seater	6	3	automático	gasolina premium	5
BMW Serie 3 2008	6		Automatica	Gasolina	
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW Serie 3 325iA Coupe	6	2.5	automático	gasolina premium	2
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW Serie 1 120i Dynamic Manual	4	2	manual	gasolina premium	3
2008 BMW Serie 1 120iA Style Automatico	4	2	automático	gasolina premium	5
2008 BMW Serie 5 550i	8	4.8	manual	gasolina premium	4
2008 BMW Serie 1 120iA Dynamic Automatico	4	2	automático	gasolina premium	3
2008 Mini Mini Cooper S Chili AT	4	1.6	automático	gasolina premium	3
2008 Mini Mini Cooper S Salt AT	4	1.6	automático	gasolina premium	3
2008 Mini Mini Cooper S Salt	4	1.6	manual	gasolina premium	3
2008 BMW Serie 3 335i	6	3	manual	gasolina premium	4
2008 BMW Serie 3 325iA Convertible	6	2.5	automático	gasolina premium	2
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 Mini Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2008 BMW X3 2.5siA Top AT	6	2.5	automático	gasolina premium	5
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 MINI Mini Cooper S Clubman AT	4	1.6	automático	gasolina premium	4
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW X5 3.0 si Premium	6	3	automático	gasolina premium	5
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW X3 3.0siA AT	6	3	automático	gasolina premium	5
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW X5 3.0 si 7 Seater	6	3	automático	gasolina premium	5
2008 BMW X5 4.8i Premium 7 Seater	8	4.8	automático	gasolina premium	5
2008 Mini Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 Mini Mini Cooper Pepper	4	1.6	manual	gasolina premium	3
2008 BMW Serie 5 550i Top Active Dynamic	8	4.8	manual	gasolina premium	4
2008 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 Mini Mini Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW Serie 1 120i Dynamic Manual	4	2	manual	gasolina premium	3
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW X5 4.8i Premium	8	4.8	automático	gasolina premium	5
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2008 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2008 Mini Mini Cooper S Chili AT	4	1.6	automático	gasolina premium	3
2008 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2008 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2008 BMW Serie 5 530i A Fórmula 1	6	3	automático	gasolina premium	4
2008 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2008 BMW Serie 3 335i	6	3	manual	gasolina premium	4
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 Mini Mini Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW Serie 1 120i M Sport Manual	4	2	manual	gasolina premium	3
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW Serie 3 335i	6	3	manual	gasolina premium	4
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2008 BMW X5 4.8i Premium	8	4.8	automático	gasolina premium	5
2008 BMW X3 2.5siA AT con quemacocos	6	2.5	automático	gasolina premium	5
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW Serie 1 120i Dynamic Manual	4	2	manual	gasolina premium	3
2008 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW X3 3.0siA AT	6	3	automático	gasolina premium	5
2008 BMW Serie 3 335iA	6	3	automático	gasolina premium	4
2008 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2008 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2008 BMW Serie 5 525i A Fórmula 1	6	2.5	automático	gasolina premium	4
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW Serie 5 525i A Fórmula 1	6	2.5	automático	gasolina premium	4
2008 Mini Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW X5 4.8i Premium	8	4.8	automático	gasolina premium	5
2008 BMW Serie 3 335i	6	3	manual	gasolina premium	4
2008 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2008 BMW Serie 3 335i	6	3	manual	gasolina premium	4
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW X3 3.0siA Sound Package AT	6	3	automático	gasolina premium	5
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2008 BMW Serie 5 525i A Fórmula 1	6	2.5	automático	gasolina premium	4
2008 BMW Serie 3 325iA Coupe	6	2.5	automático	gasolina premium	2
2008 BMW Serie 5 530i A Fórmula 1	6	3	automático	gasolina premium	4
2008 Mini Mini Cooper Pepper AT	4	1.6	automático	gasolina premium	3
2008 Mini Mini Cooper Pepper AT	4	1.6	automático	gasolina premium	3
BMW Serie 5 2008	6		Automatica	Gasolina	
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW X5 3.0 si Premium 7 Seater	6	3	automático	gasolina premium	5
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 BMW X5 3.0 si	6	3	automático	gasolina premium	5
2008 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2008 Mini Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2009 BMW Serie 1 120i Dynamic Manual	4	2.0	manual	gasolina premium	3
2009 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2009 BMW X5 3.0 si	6	3.0	automático	gasolina premium	5
2009 BMW X5 xDrive48iA M Sport	8	4.8	automático	gasolina premium	5
2009 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2009 BMW Serie 3 325i Convertible	6	2.5	manual	gasolina premium	2
2009 BMW X3 2.5siA AT	6	2.5	automático	gasolina premium	5
2009 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 BMW Serie 5 550iA Active Dynamic	8	4.8	automático	gasolina premium	4
2009 BMW Z4 2.5siA	6	2.5	automático	gasolina premium	2
2009 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW X3 2.5siA M Sport Automatico	6	2.5	automático	gasolina premium	5
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2009 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2009 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 BMW X3 3.0siA AT	6	3.0	automático	gasolina premium	5
2009 BMW X5 3.0 si Premium 7 Seater	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2009 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2009 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2009 BMW Serie 3 M3 Coupe	8	4.0	manual	gasolina premium	2
2009 BMW X5 xDrive48iA M Sport 7 Seater	8	4.8	automático	gasolina premium	5
2009 BMW X5 3.0 si Premium 7 Seater	6	3.0	automático	gasolina premium	5
2009 BMW Serie 1 125iA Coupe	6	2.5	automático	gasolina premium	2
2009 BMW Serie 3 335iA	6	3.0	automático	gasolina premium	4
2009 MINI Mini Cooper S Chili AT	4	1.6	automático	gasolina premium	3
2009 BMW X5 3.0 si Premium	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 335i Coupe M Sport	6	3.0	manual	gasolina premium	2
2009 BMW X3 3.0siA AT	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 M3 Coupe Secuencial	8	4.0	manual	gasolina premium	2
2009 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2009 BMW Serie 1 120iA Dynamic Automatico	4	2.0	automático	gasolina premium	5
2009 BMW Serie 3 M3 Coupe	8	4.0	manual	gasolina premium	2
2009 BMW X5 3.0 si	6	3.0	automático	gasolina premium	5
2009 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2009 BMW Serie 3 325iA Automático M Sport	6	2.5	automático	gasolina premium	4
2009 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
N/A
2009 BMW Serie 1 125iA Coupe	6	2.5	automático	gasolina premium	2
2009 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2009 BMW Serie 5 530i A Fórmula 1	6	3	automático	gasolina premium	4
BMW Series 3 2009			Automatica	Gasolina	
2009 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2009 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2009 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2009 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2009 BMW X5 3.0 si Premium	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
2009 MINI Mini Cooper Pepper AT	4	1.6	automático	gasolina premium	3
2009 BMW X5 3.0 si Premium	6	3.0	automático	gasolina premium	5
2009 BMW X5 3.0 si	6	3.0	automático	gasolina premium	5
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW X3 2.5siA M Sport Automatico	6	2.5	automático	gasolina premium	5
2009 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 BMW Serie 1 135i Coupe MT	6	3.0	manual	gasolina premium	2
BMW Serie 3 2009	6		Autostick	Gasolina	
2009 MINI Mini Cooper Salt	4	1.6	manual	gasolina premium	3
2009 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2009 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2009 BMW Serie 5 530i A Fórmula 1	6	3	automático	gasolina premium	4
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 BMW Serie 5 525i A Fórmula 1	6	2.5	automático	gasolina premium	4
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW Serie 5 525i A Fórmula 1	6	2.5	automático	gasolina premium	4
2009 BMW X3 3.0siA Sound Package AT	6	3.0	automático	gasolina premium	5
2009 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW Serie 1 120i Dynamic Manual	4	2.0	manual	gasolina premium	3
2009 BMW Serie 3 M3 Coupe Secuencial	8	4.0	manual	gasolina premium	2
2009 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW Serie 1 135iA Coupe	6	3.0	automático	gasolina premium	2
2009 BMW X5 3.0 si	6	3.0	automático	gasolina premium	5
2009 BMW Serie 3 325iA Coupe	6	2.5	automático	gasolina premium	2
2009 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2009 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2009 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2009 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2009 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2009 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2009 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2009 MINI Mini Cooper Salt	4	1.6	manual	gasolina premium	3
2009 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2009 BMW Serie 1 125iA Coupe	6	2.5	automático	gasolina premium	2
2009 BMW Serie 3 325i Premium	6	2.5	manual	gasolina premium	4
BMW Serie 3 2009	6		Tiptronic	Gasolina	
2009 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2009 BMW Serie 5 550i	8	4.8	manual	gasolina premium	4
2009 BMW Serie 1 135i Coupe MT	6	3.0	manual	gasolina premium	2
2009 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW Serie 3 335iA Coupe M Sport	6	3.0	automático	gasolina premium	2
2010 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2010 BMW Serie 3 325iA	6	2.5	automático	gasolina premium	4
2010 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2010 BMW Serie 3 335i Manual M Sport	6	3.0	manual	gasolina premium	4
2010 BMW Serie 1 120iA Style Automatico 3Ptas.	4	2.0	automático	gasolina premium	3
2010 MINI Mini Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2010 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2010 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2010 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2010 BMW Z4 3.5sDriveiA	6	3.0	manual	gasolina premium	2
2010 BMW Serie 3 325iA Automático M Sport	6	2.5	automático	gasolina premium	4
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2010 BMW Serie 3 325iA Progressive	6	2.5	automático	gasolina premium	4
2010 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2010 MINI Mini Cooper S Camden	4	1.6	manual	gasolina premium	3
2010 BMW Serie 1 120iA Dynamic Automatico 3Ptas.	4	2.0	automático	gasolina premium	3
2010 BMW Serie 1 135iA Coupe	6	3.0	automático	gasolina premium	2
2010 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2010 MINI Mini Cooper S Clubman AT	4	1.6	automático	gasolina premium	4
2010 BMW X3 2.5si MT con quemacocos	6	2.5	manual	gasolina premium	5
2010 BMW Serie 3 335iA Coupe M Sport	6	3.0	automático	gasolina premium	2
2010 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2010 BMW Serie 3 335iA Automático M Sport	6	3.0	automático	gasolina premium	4
2010 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2010 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2010 BMW X6 X6M	8	4.4	automático	gasolina premium	5
2010 BMW X5 3.0 si Premium 7 Seater	6	3.0	automático	gasolina premium	5
2010 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2010 MINI Mini Cooper S Chili AT	4	1.6	automático	gasolina premium	3
2010 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2010 BMW Serie 5 525iA Lujo	6	2.5	automático	gasolina premium	4
2010 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2010 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2010 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2010 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2010 BMW Serie 3 325i Navi MT	6	2.5	manual	gasolina premium	4
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW Serie 3 325iA Navi AT	6	2.5	automático	gasolina premium	4
2010 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2010 MINI Mini Cooper S Salt	4	1.6	manual	gasolina premium	3
2010 BMW X6 X6M	8	4.4	automático	gasolina premium	5
2010 BMW X6 xDrive50iA	8	4.4	automático	gasolina premium	5
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 BMW Serie 5 530i A Fórmula 1	6	3.0	automático	gasolina premium	4
2010 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2010 MINI Mini Cooper Mayfair AT	4	1.6	automático	gasolina premium	3
2010 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2010 BMW X5 3.0 si	6	3.0	automático	gasolina premium	5
2010 BMW X5 X5M	8	4.4	automático	gasolina premium	5
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2010 BMW Serie 1 120iA Dynamic Automatico 5Ptas.	4	2.0	automático	gasolina premium	5
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW Serie 1 120i Dynamic Manual 3Ptas.	4	2.0	manual	gasolina premium	3
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 BMW Serie 3 335i Coupe M Sport	6	3.0	manual	gasolina premium	2
2010 BMW X3 2.5siA Top AT	6	2.5	automático	gasolina premium	5
2010 BMW Serie 5 535iA Gran Turismo	6	3.0	automático	gasolina premium	5
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2010 BMW X3 2.5siA Top AT	6	2.5	automático	gasolina premium	5
2010 BMW X5 xDrive30iA M Sport	6	3.0	automático	gasolina premium	5
2010 MINI Mini Cooper Camden	4	1.6	manual	gasolina premium	3
2010 MINI Mini Cooper Camden	4	1.6	manual	gasolina premium	3
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 MINI Mini Cooper Camden	4	1.6	manual	gasolina premium	3
2010 BMW X5 3.0 si Premium	6	3.0	automático	gasolina premium	5
2010 BMW X6 X6M	8	4.4	automático	gasolina premium	5
2010 BMW Serie 3 325i Progressive	6	2.5	manual	gasolina premium	4
2010 MINI Mini Cooper S Hot Chili AT	4	1.6	automático	gasolina premium	3
2010 BMW X3 2.5si Lujo MT	6	2.5	manual	gasolina premium	5
2010 BMW X3 2.5siA Top AT	6	2.5	automático	gasolina premium	5
2010 BMW Serie 1 120iA Automatico 5Ptas.	4	2.0	automático	gasolina premium	5
2010 MINI Mini Cooper S Chili	4	1.6	manual	gasolina premium	3
2010 MINI Mini Cooper Camden	4	1.6	manual	gasolina premium	3
2010 BMW X5 3.0 si	6	3.0	automático	gasolina premium	5
2010 BMW Serie 3 325i Navi MT	6	2.5	manual	gasolina premium	4
2010 BMW Serie 3 325i	6	2.5	manual	gasolina premium	4
2010 MINI Mini John Cooper Works	4	1.6	manual	gasolina premium	3
2010 BMW Serie 3 325i Coupe	6	2.5	manual	gasolina premium	2
2010 BMW Serie 3 335i	6	3.0	manual	gasolina premium	4
2010 BMW X5 3.0 si Premium	6	3.0	automático	gasolina premium	5
2010 MINI Mini Cooper Chili AT	4	1.6	automático	gasolina premium	3
2010 BMW Serie 1 120i Dynamic Manual 3Ptas.	4	2.0	manual	gasolina premium	3
2010 BMW X6 xDrive35iA	6	3.0	automático	gasolina premium	5
2010 MINI Mini Cooper Chili	4	1.6	manual	gasolina premium	3
2010 BMW Serie 7 740i A	6	3.0	automático	gasolina premium	4
2010 BMW X5 4.8i Premium	8	4.8	automático	gasolina premium	5
2010 BMW Serie 3 325iA Premium	6	2.5	automático	gasolina premium	4
2010 MINI Mini Cooper Camden	4	1.6	manual	gasolina premium	3
2011 BMW X3 3.0 xDrive 35iA Top AT	6	3.0	automático	gasolina premium	5
2011 BMW X1 xDrive2.5iA Top	6	3.0	automático	gasolina premium	5
2011 MINI Mini Cooper S Hot Chili	4	1.6	manual	gasolina premium	3
2011 BMW Serie 3 335i Coupe M Sport	6	3.0	manual	gasolina premium	2
