This is the collection of Ford vehicles on soloautosmx website
Vehicle	Cylinder	Capacity	Transmission	Fuel Type	Door
2007 Ford Explorer XLT,V6	6	4	automático	gasolina premium	5
2007 Ford Expedition Eddie Bauer	8	5.4	automático	gasolina premium	5
2007 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2007 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2007 Ford F-150 XL,MID V6 Clima Autom	6	4.2	automático	gasolina premium	2
2007 Ford Econoline E350 Wagon V8, 15 pasajeros	8	5.4	automático	gasolina premium	5
2007 Ford Fiesta First	4	1.6	manual	gasolina premium	5
2007 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina premium	4
2007 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2007 Ford Explorer XLT,V6	6	4	automático	gasolina premium	5
2007 Ford Explorer Limited V8 4X2	8	4.6	automático	gasolina premium	5
2007 Ford Explorer XLT,V8 7 Pasaj Paq Deport	8	4.6	automático	gasolina premium	5
2007 Ford Expedition Eddie Bauer Max	8	5.4	automático	gasolina premium	5
2007 Ford Edge SEL Plus 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2007 Ford Five Hundred Limited Piel	6	3	automático	gasolina premium	4
2007 Ford Edge SEL Plus 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2007 Ford Freestar LX Base	6	4.2	automático	gasolina premium	5
2007 Ford Five Hundred Limited Piel	6	3	automático	gasolina premium	4
2007 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2007 Ford F-250 Flotillera V8 MT	8	4.6	manual	gasolina premium	2
2007 Ford Expedition Eddie Bauer	8	5.4	automático	gasolina premium	5
2007 Ford Fiesta First	4	1.6	manual	gasolina premium	5
2007 Ford Ikon Base	4	1.6	manual	gasolina premium	4
2007 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2007 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2007 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2007 Ford Ranger Limited	4	2.3	manual	gasolina premium	4
2007 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2007 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2007 Ford Explorer Eddie Bauer,V8 Quemacocos	8	4.6	automático	gasolina premium	5
2007 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2007 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2007 Ford Expedition Eddie Bauer	8	5.4	automático	gasolina premium	5
2007 Ford Ranger Limited	4	2.3	manual	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel Sunroof	6	3.5	automático	gasolina premium	5
2008 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Lobo Crew Cab 4x2 XLT FX2	8	4.6	automático	gasolina premium	4
2008 Ford Lobo Cab Reg 4x2 TA FX2	8	4.6	automático	gasolina premium	2
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Fusion SEL Plus V6	6	3.0	automático	gasolina	4
2008 Ford Explorer XLT,V6	6	4.0	automático	gasolina premium	5
2008 Ford Fiesta Sedan First AC	4	1.6	manual	gasolina premium	4
2008 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2008 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Lobo Crew Cab Harley Davidson	8	5.4	automático	gasolina premium	4
2008 Ford Lobo Reg Cab 4x4 TA Sport (FX4)	8	5.4	automático	gasolina premium	2
2008 Ford Expedition Max Limited 4x2	8	5.4	automático	gasolina premium	5
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Econoline E350 Wagon V8, 15 pasajeros	8	5.4	automático	gasolina premium	4
2008 Ford Fiesta ST	4	2	manual	gasolina premium	3
2008 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2008 Ford Lobo Crew Cab 4x2 XLT FX2	8	4.6	automático	gasolina premium	4
2008 Ford Mustang GT Equipado Convertible, Automático	8	4.6	automático	gasolina premium	2
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2008 Ford F-550 Chasis Super Duty XL Diesel TM	8	6.4	manual	diesel	2
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
FORD Econoline Van 2008	8		Automatica	Gasolina	
2008 Ford Lobo King Ranch Super Crew 4x4	8	5.4	automático	gasolina premium	4
2008 Ford F-250 XL Clima,Automática	8	4.6	automático	gasolina premium	2
2008 Ford Fiesta Sedan First AC AT	4	1.6	automático	gasolina premium	4
2008 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2008 Ford Lobo Cab Reg 4x2 TA FX2	8	4.6	automático	gasolina premium	2
2008 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2008 Ford Lobo Crew Cab 4x2 XLT Cromo	8	4.6	automático	gasolina premium	4
2008 Ford Focus Europa ST	5	2.5	manual	gasolina premium	3
2008 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2008 Ford Escape XLT FWD	6	3.0	automático	gasolina premium	5
2008 Ford Mustang GT Equipado Piel, Automático VIP	8	4.6	automático	gasolina premium	2
2008 Ford Escape XLS	6	3.0	automático	gasolina premium	5
2008 Ford Lobo Super Cab 4x4 TA Sport FX4	8	5.4	automático	gasolina premium	4
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Edge Limited 3.5L V6 Piel Sunroof	6	3.5	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford EcoSport 4X2 TA Tela	4	2	automático	gasolina premium	5
2008 Ford Lobo Crew Cab Harley Davidson	8	5.4	automático	gasolina premium	4
2008 Ford Lobo Crew Cab Limited	8	5.4	automático	gasolina premium	4
2008 Ford Focus Europa ST	5	2.5	manual	gasolina premium	3
2008 Ford F-150 XL,MID V6 Clima Autom	6	4.2	automático	gasolina premium	2
2008 Ford Focus Europa ST	5	2.5	manual	gasolina premium	3
2008 Ford EcoSport 4X2 TA Tela	4	2	automático	gasolina premium	5
2008 Ford Escape XLT FWD	6	3.0	automático	gasolina premium	5
2008 Ford Lobo Cab Reg,TA 4x2	8	4.6	automático	gasolina premium	2
2008 Ford Mustang Coupe Lujo V6 MT Tela	6	4.0	manual	gasolina premium	2
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Lobo Super Cab 4x4 XLT Cromo	8	4.6	automático	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Fusion SEL Plus V6 Ambient Lighting SYNC	6	3.0	automático	gasolina	4
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2008 Ford Focus Europa ST	5	2.5	manual	gasolina premium	3
2008 Ford F-450 Chassis MT XL Diesel A/C AB 6.4L	8	6.4	manual	diesel	2
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2008 Ford Lobo Super Cab 4x2 XLT Cromo	8	4.6	automático	gasolina premium	4
2008 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2008 Ford Escape XLT FWD	6	3.0	automático	gasolina premium	5
2008 Ford F-550 Super Duty	10	6.8	manual	gasolina premium	2
2008 Ford Expedition Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2008 Ford F-250 XL Clima,Automática	8	4.6	automático	gasolina premium	2
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Expedition Eddie Bauer 5.4L V8 4x2	8	5.4	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Expedition Eddie Bauer 5.4L V8 4x2	8	5.4	automático	gasolina premium	5
2008 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Fiesta ST	4	2	manual	gasolina premium	3
2008 Ford Expedition King Ranch 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2008 Ford Focus Europa ST	5	2.5	manual	gasolina premium	3
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford EcoSport 4X2 TA Tela	4	2	automático	gasolina premium	5
2008 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2008 Ford Lobo Crew Cab Harley Davidson	8	5.4	automático	gasolina premium	4
2008 Ford F-250 Flotillera V8 MT	8	4.6	manual	gasolina premium	2
2008 Ford Expedition Eddie Bauer 5.4L V8 4x2	8	5.4	automático	gasolina premium	5
2008 Ford F-450 Chassis MT XL Diesel 6.4L	8	6.4	manual	diesel	2
2008 Ford Expedition King Ranch 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2008 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2008 Ford Ranger Chassis I4TM	4	2.3	manual	gasolina	2
2008 Ford Escape XLT FWD	6	3.0	automático	gasolina premium	5
2008 Ford Fusion SE l4 Automático Piel	4	2.3	automático	gasolina	4
2008 Ford Expedition Eddie Bauer Max	8	5.4	automático	gasolina premium	5
2008 Ford Fusion SE l4 Manual Tela	4	2.3	manual	gasolina	4
2008 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford EcoSport 4X2 TA Tela	4	2	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Escape Limited Quemacocos	6	3.0	automático	gasolina premium	5
2008 Ford F-350 XLT AC	8	5.4	manual	gasolina premium	2
2008 Ford Expedition Eddie Bauer 5.4L V8 4x2	8	5.4	automático	gasolina premium	5
2008 Ford Escape Limited	6	3.0	automático	gasolina premium	5
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Focus Europa Ambiente MT	4	2	manual	gasolina premium	4
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Explorer Limited V8 4X2	8	4.6	automático	gasolina premium	5
2008 Ford Ranger Chassis I4TM	4	2.3	manual	gasolina	2
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Econoline E150 Van V8 Vinyl	8	4.6	automático	gasolina premium	4
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Fiesta Sedan First AC	4	1.6	manual	gasolina premium	4
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2008 Ford Focus Europa Ambiente MT	4	2	manual	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Mustang GT Equipado Convertible, Automático	8	4.6	automático	gasolina premium	2
2008 Ford Escape Limited Quemacocos	6	3.0	automático	gasolina premium	5
2008 Ford Explorer XLT,Base,V6	6	4.0	automático	gasolina premium	5
2008 Ford Fiesta Sedan First AC	4	1.6	manual	gasolina premium	4
2008 Ford Ranger XL Crew Cab I4 TM A/A	4	2.3	manual	gasolina	4
2008 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford F-250 Flotillera V8 MT	8	4.6	manual	gasolina premium	2
2008 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Fiesta Sedan First AC	4	1.6	manual	gasolina premium	4
2008 Ford Expedition Eddie Bauer 5.4L V8 4x2	8	5.4	automático	gasolina premium	5
2008 Ford Econoline E150 Van V8 Vinyl AC	8	4.6	automático	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Econoline E350 Wagon V8, 15 pasajeros	8	5.4	automático	gasolina premium	4
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2008 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2008 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2008 Ford F-250 Flotillera V8 MT	8	4.6	manual	gasolina premium	2
2008 Ford F-450 Chassis MT XL Diesel 6.4L	8	6.4	manual	diesel	2
2008 Ford Explorer XLT,Base,V6	6	4.0	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2008 Ford EcoSport 4X2	4	2	manual	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2008 Ford Escape XLT FWD	6	3.0	automático	gasolina premium	5
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Explorer XLT,Base,V6	6	4.0	automático	gasolina premium	5
2008 Ford Courier L TM	4	1.6	manual	gasolina premium	2
2008 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2008 Ford Escape XLS l4	4	2.3	automático	gasolina premium	5
2008 Ford Focus Europa Ambiente AT	4	2	automático	gasolina premium	4
2008 Ford Lobo Cab Reg,TA 4x2	8	4.6	automático	gasolina premium	2
2008 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2009 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Edge SEL	6	3.5	automático	gasolina premium	5
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TM	4	2.5	manual	gasolina premium	5
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Lobo 5.4L Super Cab 4x4 TA Sport FX4	8	5.4	automático	gasolina	4
2009 Ford Expedition Max Limited 4x2	8	5.4	automático	gasolina premium	5
2009 Ford Transit Pasajeros Corta Diesel AC	4	2.2	manual	diesel	4
2009 Ford Focus Europa Ambiente MT	4	2.0	manual	gasolina premium	4
2009 Ford Econoline E350 Wagon V8, 15 pasajeros	8	5.4	automático	gasolina	4
2009 Ford Focus Europa Ambiente MT	4	2.0	manual	gasolina premium	4
2009 Ford F-250 XL Clima,Automática	8	4.6	automático	gasolina premium	2
2009 Ford Lobo 5.4L Super Cab 4x4 XLT	8	5.4	automático	gasolina premium	4
2009 Ford Explorer 4.0 XLT V6 SYNC TA	6	4.0	automático	gasolina premium	5
2009 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2009 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2009 Ford Focus Europa Sport MT	4	2.0	manual	gasolina premium	4
2009 Ford Lobo 5.4L Crew Cab 4x4 Lariat	8	5.4	automático	gasolina	4
2009 Ford Escape XLS l4 TM	4	2.5	manual	gasolina premium	5
2009 Ford Escape Limited Quemacocos V6 TA	6	3.0	automático	gasolina premium	5
2009 Ford F-150 XL,MID V6	6	4.2	manual	gasolina premium	2
2009 Ford Escape XLS l4 TM	4	2.5	manual	gasolina premium	5
2009 Ford Lobo Lobo Crew Cab 4x4 Lariat	8	5.4	automático	gasolina	4
2009 Ford Mustang Shelby Coupe	8	5.4	manual	gasolina premium	2
2009 Ford Lobo Lobo Cab Reg,4x2 TA	8	4.6	automático	gasolina	2
2009 Ford Econoline Van Van E-150 V8 4.6L AC	8	4.6	automático	gasolina	4
2009 Ford Ranger XL Caja Larga I4 TM	4	2.3	manual	gasolina premium	2
2009 Ford Ranger XL Crew Cab I4 TM	4	2.3	manual	gasolina	4
2009 Ford Ranger Chassis I4TM	4	2.3	manual	gasolina	2
2009 Ford Expedition King Ranch 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford F-150 XLT,V6 Clima Autom	6	4.2	automático	gasolina premium	2
2009 Ford F-150 Flotillera, V6, Clima, Air Bag	6	4.2	manual	gasolina premium	2
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa ST	5	2.5	manual	gasolina premium	3
2009 Ford F-250 XL 4X4 V8 MT	8	4.6	manual	gasolina premium	2
2009 Ford Ranger XL Crew Cab I4 TM A/A	4	2.3	manual	gasolina	4
2009 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2009 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Expedition Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Ranger XLT Crew Cab I4 TM A/A	4	2.3	manual	gasolina premium	4
FORD Escape 2009	4		Automatica	Gasolina	
2009 Ford Lobo 5.4L Reg Cab 4x4 TA Sport (FX4)	8	5.4	automático	gasolina	2
2009 Ford Explorer Limited V6 4X2 SYNC	6	4.0	automático	gasolina premium	5
2009 Ford F-350 XL AC	8	5.4	manual	gasolina premium	2
2009 Ford Lobo 5.4L Crew Cab 4x4 Lariat	8	5.4	automático	gasolina	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Expedition Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Explorer 4.0 Limited V6 4X2 SYNC TA	6	4.0	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Expedition Max Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Expedition Max Limited 4x2	8	5.4	automático	gasolina premium	5
2009 Ford Expedition Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Edge Limited 3.5L V6 Piel Sunroof	6	3.5	automático	gasolina premium	5
2009 Ford Lobo 5.4L Crew Cab 4x4 Lariat	8	5.4	automático	gasolina	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS V6 TA	6	3.0	automático	gasolina premium	5
2009 Ford Lobo 5.4L Crew Cab 4x2 Lariat	8	5.4	automático	gasolina	4
FORD Escape 2009	6		Automatica	Gasolina	
2009 Ford Lobo 5.4L Crew Cab 4x4 Lariat	8	5.4	automático	gasolina	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Expedition King Ranch 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Lobo 5.4L Super Cab 4x4 TA Sport FX4	8	5.4	automático	gasolina	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Econoline Wagon Wagon 15 pasajeros V8,5.4L	8	5.4	automático	gasolina	4
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Lobo Lobo Cab Reg,4x2 TA	8	4.6	automático	gasolina	2
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford F-250 XL 4X4 V8 MT	8	4.6	manual	gasolina premium	2
2009 Ford Focus Europa Sport AT 5Ptas.	4	2.0	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
FORD Escape 2009	6		Automatica	Gasolina	
2009 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Expedition King Ranch 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
FORD Flex 2009	6		Automatica	Gasolina	
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford F-350 XL	8	5.4	manual	gasolina premium	2
2009 Ford F-250 XL Clima,Automática	8	4.6	automático	gasolina premium	2
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Explorer Sport Trac 4X2 4.6L V8 AT Tela	8	4.6	automático	gasolina premium	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Econoline Van Van E-150 V8 4.6L AC	8	4.6	automático	gasolina	4
2009 Ford Expedition King Ranch 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2009 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Lobo 5.4L Reg Cab 4x4 TA XLT	8	5.4	automático	gasolina	2
2009 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Escape Limited Quemacocos V6 TA	6	3.0	automático	gasolina premium	5
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2009 Ford Edge SEL 3.5L	6	3.5	automático	gasolina premium	5
2009 Ford F-250 XLT V8 AT MP3	8	4.6	automático	gasolina premium	2
2009 Ford Escape XLS l4 TM	4	2.5	manual	gasolina premium	5
2009 Ford Explorer 4.0 XLT Base V6 TA	6	4.0	automático	gasolina premium	5
2009 Ford Escape Limited Quemacocos V6 TA	6	3.0	automático	gasolina premium	5
2009 Ford Transit Pasajeros Corta Diesel	4	2.2	manual	diesel	4
2009 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Lobo Lobo Cab Reg,4x2 TA	8	4.6	automático	gasolina	2
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
FORD Focus Wagon 2009	4		Automatica	Gasolina	
2009 Ford Expedition Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford Focus Europa Ambiente MT	4	2.0	manual	gasolina premium	4
2009 Ford Fusion SE l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Fiesta Sedan First AC	4	1.6	manual	gasolina premium	4
2009 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Sport MT	4	2.0	manual	gasolina premium	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Focus Europa Sport AT	4	2.0	automático	gasolina premium	4
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Escape XLS l4 TA	4	2.5	automático	gasolina premium	5
2009 Ford Econoline E150 Van V8 Vinyl	8	4.6	automático	gasolina	4
2009 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Fiesta Sedan First	4	1.6	manual	gasolina premium	4
2009 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Mustang Coupe Lujo V6 AT Tela	6	4.0	automático	gasolina premium	2
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Fusion S l4 Automático Tela	4	2.3	automático	gasolina	4
2009 Ford F-250 XL 4X4 V8 MT	8	4.6	manual	gasolina premium	2
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
2009 Ford Expedition Limited 4x2 5.4L V8	8	5.4	automático	gasolina premium	5
2009 Ford F-250 XL 4X4 V8 MT	8	4.6	manual	gasolina premium	2
2009 Ford Edge Limited 3.5L V6 Piel DVD	6	3.5	automático	gasolina premium	5
2009 Ford Explorer 4.0 Limited V6 4X2 SYNC TA	6	4.0	automático	gasolina premium	5
2009 Ford Focus Europa Ambiente AT	4	2.0	automático	gasolina premium	4
